año,eleccion_tipo,padron_tipo,distrito_nombre,cargo_nombre,agrupacion_nombre,votos_cantidad,fuerza
2019,GENERAL,NORMAL,Salta,Presidente,JUNTOS POR EL CAMBIO,258037,PRO
2019,GENERAL,NORMAL,Salta,Presidente,CONSENSO FEDERAL,79615,OTROS
2019,GENERAL,NORMAL,San Juan,Diputado Nacional,FRENTE DE TODOS,237034,PERON
2019,GENERAL,NORMAL,San Juan,Diputado Nacional,JUNTOS POR EL CAMBIO,166050,PRO
2019,GENERAL,NORMAL,San Juan,Diputado Nacional,CONSENSO FEDERAL,29395,OTROS
2019,GENERAL,NORMAL,San Juan,Presidente,FRENTE DE TODOS,239808,PERON
2019,GENERAL,NORMAL,San Juan,Presidente,JUNTOS POR EL CAMBIO,158956,PRO
2019,GENERAL,NORMAL,San Juan,Presidente,CONSENSO FEDERAL,32734,OTROS
2019,GENERAL,NORMAL,San Luis,Diputado Nacional,FRENTE DE TODOS,123641,PERON
2019,GENERAL,NORMAL,San Luis,Diputado Nacional,JUNTOS POR EL CAMBIO,131811,PRO
2019,GENERAL,NORMAL,San Luis,Diputado Nacional,GEN,17984,OTROS
2019,GENERAL,NORMAL,San Luis,Presidente,FRENTE DE TODOS,126044,PERON
2019,GENERAL,NORMAL,San Luis,Presidente,JUNTOS POR EL CAMBIO,136639,PRO
2019,GENERAL,NORMAL,San Luis,Presidente,CONSENSO FEDERAL,20511,OTROS
2019,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,FRENTE DE TODOS,95117,PERON
2019,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,JUNTOS POR EL CAMBIO,44874,PRO
2019,GENERAL,NORMAL,Santa Cruz,Diputado Nacional,FRENTE RENOVADOR AUTENTICO,6736,OTROS
2019,GENERAL,NORMAL,Santa Cruz,Presidente,FRENTE DE TODOS,106572,PERON
2019,GENERAL,NORMAL,Santa Cruz,Presidente,JUNTOS POR EL CAMBIO,50199,PRO
2019,GENERAL,NORMAL,Santa Cruz,Presidente,CONSENSO FEDERAL,8934,OTROS
2019,GENERAL,NORMAL,Santa Fe,Diputado Nacional,FRENTE DE TODOS,880323,PERON
2019,GENERAL,NORMAL,Santa Fe,Diputado Nacional,JUNTOS POR EL CAMBIO,903989,PRO
2019,GENERAL,NORMAL,Santa Fe,Diputado Nacional,CONSENSO FEDERAL,207932,OTROS
2019,GENERAL,NORMAL,Santa Fe,Presidente,FRENTE DE TODOS,909861,PERON
2019,GENERAL,NORMAL,Santa Fe,Presidente,JUNTOS POR EL CAMBIO,928289,PRO
2019,GENERAL,NORMAL,Santa Fe,Presidente,CONSENSO FEDERAL,191513,OTROS
2019,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE DE TODOS,121414,PERON
2019,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,JUNTOS POR EL CAMBIO,100644,PRO
2019,GENERAL,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,314804,PROVINCIAL
2019,GENERAL,NORMAL,Santiago Del Estero,Presidente,FRENTE DE TODOS,438357,PERON
2019,GENERAL,NORMAL,Santiago Del Estero,Presidente,JUNTOS POR EL CAMBIO,107853,PRO
2019,GENERAL,NORMAL,Santiago Del Estero,Presidente,CONSENSO FEDERAL,19622,OTROS
2019,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE DE TODOS,32959,PERON
2019,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,JUNTOS POR EL CAMBIO TIERRA DEL FUEGO,20149,PRO
2019,GENERAL,NORMAL,Tierra Del Fuego,Diputado Nacional,VAMOS TODOS A VIVIR MEJOR,17352,OTROS
2019,GENERAL,NORMAL,Tierra Del Fuego,Presidente,FRENTE DE TODOS,56314,PERON
2019,GENERAL,NORMAL,Tierra Del Fuego,Presidente,JUNTOS POR EL CAMBIO,25673,PRO
2019,GENERAL,NORMAL,Tierra Del Fuego,Presidente,CONSENSO FEDERAL,7554,OTROS
2019,GENERAL,NORMAL,Tucumán,Diputado Nacional,FRENTE DE TODOS,532466,PERON
2019,GENERAL,NORMAL,Tucumán,Diputado Nacional,JUNTOS POR EL CAMBIO,311680,PRO
2019,GENERAL,NORMAL,Tucumán,Diputado Nacional,FUERZA REPUBLICANA,54435,OTROS
2019,GENERAL,NORMAL,Tucumán,Presidente,FRENTE DE TODOS,584885,PERON
2019,GENERAL,NORMAL,Tucumán,Presidente,JUNTOS POR EL CAMBIO,342980,PRO
2019,GENERAL,NORMAL,Tucumán,Presidente,CONSENSO FEDERAL,42123,OTROS
2019,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE DE TODOS,4478075,PERON
2019,PASO,NORMAL,Buenos Aires,Diputado Nacional,JUNTOS POR EL CAMBIO,2841073,PRO
2019,PASO,NORMAL,Buenos Aires,Diputado Nacional,CONSENSO FEDERAL,621289,OTROS
2019,PASO,NORMAL,Buenos Aires,Presidente,FRENTE DE TODOS,4661554,PERON
2019,PASO,NORMAL,Buenos Aires,Presidente,JUNTOS POR EL CAMBIO,2749946,PRO
2019,PASO,NORMAL,Buenos Aires,Presidente,CONSENSO FEDERAL,711181,OTROS
2019,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE DE TODOS,103891,PERON
2019,PASO,NORMAL,Catamarca,Diputado Nacional,JUNTOS POR EL CAMBIO,45918,PRO
2019,PASO,NORMAL,Catamarca,Diputado Nacional,CONSENSO FEDERAL,8878,OTROS
2019,PASO,NORMAL,Catamarca,Presidente,FRENTE DE TODOS,107870,PERON
2019,PASO,NORMAL,Catamarca,Presidente,JUNTOS POR EL CAMBIO,48196,PRO
2019,PASO,NORMAL,Catamarca,Presidente,CONSENSO FEDERAL,12049,OTROS
2019,PASO,NORMAL,Chaco,Diputado Nacional,FRENTE DE TODOS,331217,PERON
2019,PASO,NORMAL,Chaco,Diputado Nacional,JUNTOS POR EL CAMBIO,139290,PRO
2019,PASO,NORMAL,Chaco,Diputado Nacional,ACCION CHAQUEÑA,18431,OTROS
2019,PASO,NORMAL,Chaco,Presidente,FRENTE DE TODOS,309957,PERON
2019,PASO,NORMAL,Chaco,Presidente,JUNTOS POR EL CAMBIO,141379,PRO
2019,PASO,NORMAL,Chaco,Presidente,FRENTE NOS,26639,OTROS
2019,PASO,NORMAL,Chubut,Diputado Nacional,FRENTE DE TODOS,123155,PERON
2019,PASO,NORMAL,Chubut,Diputado Nacional,JUNTOS POR EL CAMBIO,67482,PRO
2019,PASO,NORMAL,Chubut,Diputado Nacional,CHUBUT AL FRENTE,32996,OTROS
2019,PASO,NORMAL,Chubut,Presidente,FRENTE DE TODOS,156896,PERON
2019,PASO,NORMAL,Chubut,Presidente,JUNTOS POR EL CAMBIO,70005,PRO
2019,PASO,NORMAL,Chubut,Presidente,CONSENSO FEDERAL,25211,OTROS
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,FRENTE DE TODOS,599758,PERON
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,JUNTOS POR EL CAMBIO,869710,PRO
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,CONSENSO FEDERAL,144729,OTROS
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,FRENTE DE TODOS,637891,PERON
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,JUNTOS POR EL CAMBIO,863169,PRO
2019,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Presidente,CONSENSO FEDERAL,168607,OTROS
2019,PASO,NORMAL,Corrientes,Diputado Nacional,FRENTE DE TODOS,307014,PERON
2019,PASO,NORMAL,Corrientes,Diputado Nacional,CONSENSO FEDERAL,26960,OTROS
2019,PASO,NORMAL,Corrientes,Diputado Nacional,ENCUENTRO POR CORRIENTES - ECO + JUNTOS POR EL CAMBIO,210380,PRO
2019,PASO,NORMAL,Corrientes,Presidente,FRENTE DE TODOS,327999,PERON
2019,PASO,NORMAL,Corrientes,Presidente,JUNTOS POR EL CAMBIO,205099,PRO
2019,PASO,NORMAL,Corrientes,Presidente,CONSENSO FEDERAL,30488,OTROS
2019,PASO,NORMAL,Córdoba,Diputado Nacional,FRENTE DE TODOS,473905,PERON
2019,PASO,NORMAL,Córdoba,Diputado Nacional,JUNTOS POR EL CAMBIO,839166,PRO
2019,PASO,NORMAL,Córdoba,Diputado Nacional,HACEMOS POR CORDOBA,342038,PROVINCIAL
2019,PASO,NORMAL,Córdoba,Presidente,FRENTE DE TODOS,629804,PERON
2019,PASO,NORMAL,Córdoba,Presidente,JUNTOS POR EL CAMBIO,998318,PRO
2019,PASO,NORMAL,Córdoba,Presidente,CONSENSO FEDERAL,164047,OTROS
2019,PASO,NORMAL,Entre Ríos,Diputado Nacional,FRENTE DE TODOS,356692,PERON
2019,PASO,NORMAL,Entre Ríos,Diputado Nacional,JUNTOS POR EL CAMBIO,295603,PRO
2019,PASO,NORMAL,Entre Ríos,Diputado Nacional,PARTIDO SOCIALISTA,70113,SOCIALISTA
2019,PASO,NORMAL,Entre Ríos,Presidente,FRENTE DE TODOS,368124,PERON
2019,PASO,NORMAL,Entre Ríos,Presidente,JUNTOS POR EL CAMBIO,293477,PRO
2019,PASO,NORMAL,Entre Ríos,Presidente,CONSENSO FEDERAL,69983,OTROS
2019,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE DE TODOS,203289,PERON
2019,PASO,NORMAL,Formosa,Diputado Nacional,CONSENSO FEDERAL,11200,OTROS
2019,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE AMPLIO FORMOSEÑO JUNTOS POR EL CAMBIO,81072,PRO
2019,PASO,NORMAL,Formosa,Presidente,FRENTE DE TODOS,210732,PERON
2019,PASO,NORMAL,Formosa,Presidente,JUNTOS POR EL CAMBIO,77540,PRO
2019,PASO,NORMAL,Formosa,Presidente,CONSENSO FEDERAL,11830,OTROS
2019,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE DE TODOS,157982,PERON
2019,PASO,NORMAL,Jujuy,Diputado Nacional,JUNTOS POR EL CAMBIO,93914,PRO
2019,PASO,NORMAL,Jujuy,Diputado Nacional,CONSENSO FEDERAL,27938,OTROS
2019,PASO,NORMAL,Jujuy,Presidente,FRENTE DE TODOS,158175,PERON
2019,PASO,NORMAL,Jujuy,Presidente,JUNTOS POR EL CAMBIO,99892,PRO
2019,PASO,NORMAL,Jujuy,Presidente,CONSENSO FEDERAL,34348,OTROS
2019,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE DE TODOS,105915,PERON
2019,PASO,NORMAL,La Pampa,Diputado Nacional,JUNTOS POR EL CAMBIO,69724,PRO
2019,PASO,NORMAL,La Pampa,Diputado Nacional,PARTIDO SOCIALISTA,15819,SOCIALISTA
2019,PASO,NORMAL,La Pampa,Presidente,FRENTE DE TODOS,106741,PERON
2019,PASO,NORMAL,La Pampa,Presidente,JUNTOS POR EL CAMBIO,68910,PRO
2019,PASO,NORMAL,La Pampa,Presidente,CONSENSO FEDERAL,16981,OTROS
2019,PASO,NORMAL,La Rioja,Diputado Nacional,FRENTE DE TODOS,93562,PERON
2019,PASO,NORMAL,La Rioja,Diputado Nacional,COMPROMISO FEDERAL,4702,PROVINCIAL
2019,PASO,NORMAL,La Rioja,Diputado Nacional,JUNTOS POR LA RIOJA,59803,PRO
2019,PASO,NORMAL,La Rioja,Presidente,FRENTE DE TODOS,95391,PERON
2019,PASO,NORMAL,La Rioja,Presidente,JUNTOS POR EL CAMBIO,59832,PRO
2019,PASO,NORMAL,La Rioja,Presidente,CONSENSO FEDERAL,13856,OTROS
2019,PASO,NORMAL,Mendoza,Diputado Nacional,FRENTE DE TODOS,428630,PERON
2019,PASO,NORMAL,Mendoza,Diputado Nacional,CAMBIA MENDOZA,419380,PRO
2019,PASO,NORMAL,Mendoza,Diputado Nacional,PROTECTORA FUERZA POLITICA,98529,OTROS
2019,PASO,NORMAL,Mendoza,Presidente,FRENTE DE TODOS,440783,PERON
2019,PASO,NORMAL,Mendoza,Presidente,JUNTOS POR EL CAMBIO,406517,PRO
2019,PASO,NORMAL,Mendoza,Presidente,CONSENSO FEDERAL,100687,OTROS
2019,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE DE TODOS,228724,PERON
2019,PASO,NORMAL,Misiones,Diputado Nacional,JUNTOS POR EL CAMBIO,167056,PRO
2019,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,149062,PROVINCIAL
2019,PASO,NORMAL,Misiones,Presidente,FRENTE DE TODOS,368265,PERON
2019,PASO,NORMAL,Misiones,Presidente,JUNTOS POR EL CAMBIO,172424,PRO
2019,PASO,NORMAL,Misiones,Presidente,FRENTE NOS,35355,OTROS
2019,PASO,NORMAL,Neuquén,Diputado Nacional,FRENTE DE TODOS,132648,PERON
2019,PASO,NORMAL,Neuquén,Diputado Nacional,JUNTOS POR EL CAMBIO,88935,PRO
2019,PASO,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,73088,PROVINCIAL
2019,PASO,NORMAL,Neuquén,Presidente,FRENTE DE TODOS,170824,PERON
2019,PASO,NORMAL,Neuquén,Presidente,JUNTOS POR EL CAMBIO,105843,PRO
2019,PASO,NORMAL,Neuquén,Presidente,CONSENSO FEDERAL,28910,OTROS
2019,PASO,NORMAL,Río Negro,Diputado Nacional,FRENTE DE TODOS,168640,PERON
2019,PASO,NORMAL,Río Negro,Diputado Nacional,JUNTOS POR EL CAMBIO,53560,PRO
2019,PASO,NORMAL,Río Negro,Diputado Nacional,JUNTOS SOMOS RIO NEGRO,88633,PROVINCIAL
2019,PASO,NORMAL,Río Negro,Presidente,FRENTE DE TODOS,218871,PERON
2019,PASO,NORMAL,Río Negro,Presidente,JUNTOS POR EL CAMBIO,91031,PRO
2019,PASO,NORMAL,Río Negro,Presidente,CONSENSO FEDERAL,28531,OTROS
2019,PASO,NORMAL,Salta,Diputado Nacional,FRENTE DE TODOS,306401,PERON
2019,PASO,NORMAL,Salta,Diputado Nacional,JUNTOS POR EL CAMBIO,140791,PRO
2019,PASO,NORMAL,Salta,Diputado Nacional,UNION POR SALTA,113342,PRO
2019,PASO,NORMAL,Salta,Presidente,FRENTE DE TODOS,333898,PERON
2019,PASO,NORMAL,Salta,Presidente,JUNTOS POR EL CAMBIO,141660,PRO
2019,PASO,NORMAL,Salta,Presidente,CONSENSO FEDERAL,127819,OTROS
2019,PASO,NORMAL,San Juan,Diputado Nacional,FRENTE DE TODOS,228841,PERON
2019,PASO,NORMAL,San Juan,Diputado Nacional,JUNTOS POR EL CAMBIO,128798,PRO
2019,PASO,NORMAL,San Juan,Diputado Nacional,CONSENSO FEDERAL,32492,OTROS
2019,PASO,NORMAL,San Juan,Presidente,FRENTE DE TODOS,233155,PERON
2019,PASO,NORMAL,San Juan,Presidente,JUNTOS POR EL CAMBIO,111971,PRO
2019,PASO,NORMAL,San Juan,Presidente,CONSENSO FEDERAL,42140,OTROS
2019,PASO,NORMAL,San Luis,Diputado Nacional,FRENTE DE TODOS,118941,PERON
2019,PASO,NORMAL,San Luis,Diputado Nacional,JUNTOS POR EL CAMBIO,95349,PRO
2019,PASO,NORMAL,San Luis,Diputado Nacional,CONSENSO FEDERAL,20649,OTROS
2019,PASO,NORMAL,San Luis,Presidente,FRENTE DE TODOS,121974,PERON
2019,PASO,NORMAL,San Luis,Presidente,JUNTOS POR EL CAMBIO,94017,PRO
2019,PASO,NORMAL,San Luis,Presidente,CONSENSO FEDERAL,24155,OTROS
2019,PASO,NORMAL,Santa Cruz,Diputado Nacional,FRENTE DE TODOS,71011,PERON
2019,PASO,NORMAL,Santa Cruz,Diputado Nacional,JUNTOS POR EL CAMBIO,30228,PRO
2019,PASO,NORMAL,Santa Cruz,Diputado Nacional,FRENTE RENOVADOR AUTENTICO,7784,OTROS
2019,PASO,NORMAL,Santa Cruz,Presidente,FRENTE DE TODOS,80544,PERON
2019,PASO,NORMAL,Santa Cruz,Presidente,JUNTOS POR EL CAMBIO,32939,PRO
2019,PASO,NORMAL,Santa Cruz,Presidente,CONSENSO FEDERAL,11032,OTROS
2019,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE DE TODOS,824834,PERON
2019,PASO,NORMAL,Santa Fe,Diputado Nacional,JUNTOS POR EL CAMBIO,646226,PRO
2019,PASO,NORMAL,Santa Fe,Diputado Nacional,CONSENSO FEDERAL,237558,OTROS
2019,PASO,NORMAL,Santa Fe,Presidente,FRENTE DE TODOS,856320,PERON
2019,PASO,NORMAL,Santa Fe,Presidente,JUNTOS POR EL CAMBIO,663515,PRO
2019,PASO,NORMAL,Santa Fe,Presidente,CONSENSO FEDERAL,238554,OTROS
2019,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE DE TODOS,107856,PERON
2019,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,JUNTOS POR EL CAMBIO,72020,PRO
2019,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,302318,PROVINCIAL
2019,PASO,NORMAL,Santiago Del Estero,Presidente,FRENTE DE TODOS,413354,PERON
2019,PASO,NORMAL,Santiago Del Estero,Presidente,JUNTOS POR EL CAMBIO,75691,PRO
2019,PASO,NORMAL,Santiago Del Estero,Presidente,CONSENSO FEDERAL,19570,OTROS
2019,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE DE TODOS,36050,PERON
2019,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,JUNTOS POR EL CAMBIO,14992,PRO
2019,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,VAMOS TODOS A VIVIR MEJOR,12305,OTROS
2019,PASO,NORMAL,Tierra Del Fuego,Presidente,FRENTE DE TODOS,52719,PERON
2019,PASO,NORMAL,Tierra Del Fuego,Presidente,JUNTOS POR EL CAMBIO,19108,PRO
2019,PASO,NORMAL,Tierra Del Fuego,Presidente,CONSENSO FEDERAL,8720,OTROS
2019,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE DE TODOS,491705,PERON
2019,PASO,NORMAL,Tucumán,Diputado Nacional,JUNTOS POR EL CAMBIO,223167,PRO
2019,PASO,NORMAL,Tucumán,Diputado Nacional,CONSENSO FEDERAL,63366,OTROS
2019,PASO,NORMAL,Tucumán,Presidente,FRENTE DE TODOS,560587,PERON
2019,PASO,NORMAL,Tucumán,Presidente,JUNTOS POR EL CAMBIO,234729,PRO
2019,PASO,NORMAL,Tucumán,Presidente,CONSENSO FEDERAL,65352,OTROS
2021,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE DE TODOS,2789022,PERON
2021,PASO,NORMAL,Buenos Aires,Diputado Nacional,JUNTOS,3149989,PRO
2021,PASO,NORMAL,Buenos Aires,Diputado Nacional,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,432923,IZQUIERDA
2021,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE DE TODOS,90555,PERON
2021,PASO,NORMAL,Catamarca,Diputado Nacional,JUNTOS POR EL CAMBIO,54919,PRO
2021,PASO,NORMAL,Catamarca,Diputado Nacional,FRENTE AMPLIO CATAMARQUEÑO,7500,OTROS
2021,PASO,NORMAL,Chaco,Diputado Nacional,FRENTE DE TODOS,199984,PERON
2021,PASO,NORMAL,Chaco,Diputado Nacional,CHACO CAMBIA + JUNTOS POR EL CAMBIO,247466,PRO
2021,PASO,NORMAL,Chaco,Diputado Nacional,FRENTE INTEGRADOR,43637,OTROS
2021,PASO,NORMAL,Chubut,Diputado Nacional,FRENTE DE TODOS,72123,PERON
2021,PASO,NORMAL,Chubut,Diputado Nacional,JUNTOS POR EL CAMBIO CHUBUT,107842,PRO
2021,PASO,NORMAL,Chubut,Diputado Nacional,CHUBUT SOMOS TODOS,35854,OTROS
2021,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,FRENTE DE TODOS,430467,PERON
2021,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,JUNTOS POR EL CAMBIO,841205,PRO
2021,PASO,NORMAL,Ciudad Autónoma De Buenos Aires,Diputado Nacional,LA LIBERTAD AVANZA,238552,OTROS
2021,PASO,NORMAL,Corrientes,Diputado Nacional,FRENTE DE TODOS,190966,PERON
2021,PASO,NORMAL,Corrientes,Diputado Nacional,ECO + VAMOS CORRIENTES,329354,PRO
2021,PASO,NORMAL,Corrientes,Diputado Nacional,VAMOS CON VOS,15535,OTROS
2021,PASO,NORMAL,Córdoba,Diputado Nacional,FRENTE DE TODOS,198638,PERON
2021,PASO,NORMAL,Córdoba,Diputado Nacional,JUNTOS POR EL CAMBIO,864380,PRO
2021,PASO,NORMAL,Córdoba,Diputado Nacional,HACEMOS POR CÓRDOBA,446545,PROVINCIAL
2021,PASO,NORMAL,Entre Ríos,Diputado Nacional,FRENTE DE TODOS,227242,PERON
2021,PASO,NORMAL,Entre Ríos,Diputado Nacional,JUNTOS POR ENTRE RÍOS,398655,PRO
2021,PASO,NORMAL,Entre Ríos,Diputado Nacional,CONSERVADOR POPULAR,32243,OTROS
2021,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE DE TODOS,150154,PERON
2021,PASO,NORMAL,Formosa,Diputado Nacional,JUNTOS POR FORMOSA LIBRE,90083,PRO
2021,PASO,NORMAL,Formosa,Diputado Nacional,FRENTE ESTAMOS CON VOS,59375,OTROS
2021,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE DE TODOS,99134,PERON
2021,PASO,NORMAL,Jujuy,Diputado Nacional,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,81613,IZQUIERDA
2021,PASO,NORMAL,Jujuy,Diputado Nacional,CAMBIA JUJUY,162490,PRO
2021,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE DE TODOS,73328,PERON
2021,PASO,NORMAL,La Pampa,Diputado Nacional,JUNTOS POR EL CAMBIO,93386,PRO
2021,PASO,NORMAL,La Pampa,Diputado Nacional,FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD,9334,IZQUIERDA
2021,PASO,NORMAL,La Rioja,Diputado Nacional,FRENTE DE TODOS,91855,PERON
2021,PASO,NORMAL,La Rioja,Diputado Nacional,VAMOS LA RIOJA,40714,OTROS
2021,PASO,NORMAL,La Rioja,Diputado Nacional,UNIDOS,19263,OTROS
2021,PASO,NORMAL,Mendoza,Diputado Nacional,FRENTE DE TODOS,248614,PERON
2021,PASO,NORMAL,Mendoza,Diputado Nacional,CAMBIA MENDOZA,424671,PRO
2021,PASO,NORMAL,Mendoza,Diputado Nacional,VERDE,56452,OTROS
2021,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE DE TODOS,107239,PERON
2021,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE RENOVADOR DE LA CONCORDIA,197494,PROVINCIAL
2021,PASO,NORMAL,Misiones,Diputado Nacional,FRENTE JUNTOS POR EL CAMBIO,243295,PRO
2021,PASO,NORMAL,Neuquén,Diputado Nacional,FRENTE DE TODOS,56747,PERON
2021,PASO,NORMAL,Neuquén,Diputado Nacional,MOVIMIENTO POPULAR NEUQUINO,130351,PROVINCIAL
2021,PASO,NORMAL,Neuquén,Diputado Nacional,CAMBIA NEUQUÉN,66687,PRO
2021,PASO,NORMAL,Río Negro,Diputado Nacional,FRENTE DE TODOS,88224,PERON
2021,PASO,NORMAL,Río Negro,Diputado Nacional,JUNTOS POR EL CAMBIO,95443,PRO
2021,PASO,NORMAL,Río Negro,Diputado Nacional,JUNTOS SOMOS RIO NEGRO,122612,PROVINCIAL
2021,PASO,NORMAL,Salta,Diputado Nacional,FRENTE DE TODOS,172550,PERON
2021,PASO,NORMAL,Salta,Diputado Nacional,JUNTOS POR EL CAMBIO +,170156,PRO
2021,PASO,NORMAL,Salta,Diputado Nacional,UNIDOS POR SALTA,69385,OTROS
2021,PASO,NORMAL,San Juan,Diputado Nacional,FRENTE DE TODOS,160103,PERON
2021,PASO,NORMAL,San Juan,Diputado Nacional,JUNTOS POR EL CAMBIO,142781,PRO
2021,PASO,NORMAL,San Juan,Diputado Nacional,CONSENSO ISHCHIGUALASTO,33585,OTROS
2021,PASO,NORMAL,San Luis,Diputado Nacional,UNIDOS POR SAN LUIS,118774,OTROS
2021,PASO,NORMAL,San Luis,Diputado Nacional,FUERZA SAN LUIS,94574,OTROS
2021,PASO,NORMAL,San Luis,Diputado Nacional,UNIÓN CÍVICA RADICAL,16277,OTROS
2021,PASO,NORMAL,Santa Cruz,Diputado Nacional,FRENTE DE TODOS,40111,PERON
2021,PASO,NORMAL,Santa Cruz,Diputado Nacional,CAMBIA SANTA CRUZ,58504,OTROS
2021,PASO,NORMAL,Santa Cruz,Diputado Nacional,SOMOS ENERGÍA PARA RENOVAR SANTA CRUZ -SER-,35511,OTROS
2021,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE DE TODOS,482872,PERON
2021,PASO,NORMAL,Santa Fe,Diputado Nacional,JUNTOS POR EL CAMBIO,664917,PRO
2021,PASO,NORMAL,Santa Fe,Diputado Nacional,FRENTE AMPLIO PROGRESISTA,179435,OTROS
2021,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE RENOVADOR,49806,MASSA
2021,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,JUNTOS POR EL CAMBIO,81201,PRO
2021,PASO,NORMAL,Santiago Del Estero,Diputado Nacional,FRENTE CIVICO POR SANTIAGO,289204,PROVINCIAL
2021,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,FRENTE DE TODOS,30343,PERON
2021,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,JUNTOS POR EL CAMBIO TIERRA DEL FUEGO,33562,PRO
2021,PASO,NORMAL,Tierra Del Fuego,Diputado Nacional,SOMOS FUEGUINOS,11469,OTROS
2021,PASO,NORMAL,Tucumán,Diputado Nacional,FRENTE DE TODOS,479786,PERON
2021,PASO,NORMAL,Tucumán,Diputado Nacional,JUNTOS POR EL CAMBIO JXC,336567,PRO
2021,PASO,NORMAL,Tucumán,Diputado Nacional,FUERZA REPUBLICANA,69476,OTROS
